,ID,Brand,Harga,Model,Varian,Tahun,Transmisi,Tipe bahan bakar,Jarak tempuh,Warna,Tipe body,Kapasitas mesin,Sistem Penggerak,Tipe Penjual,Nama Bursa Mobil,URL,Fitur tambahan,Kadaluwarsa Pajak
3582,536132980,Lexus,1125000000.0,GS,300,2017,Automatic Triptonic,Bensin,0-5.000,Merah,,,,,,https://www.olx.co.id/iklan/lexus-gs-300-2017-IDAhyG8.html?ad_type=OR#f9f1d9335c,,
3583,533749137,Hyundai,363900000.0,Coupe,,2019,Manual,Bensin,0-5.000,Lainnya,,,,,,https://www.olx.co.id/iklan/mobil-baru-hyundai-kona-IDA7yx3.html?ad_type=OR#f9f1d9335c;promoted,,
3584,535071857,Hyundai,49500000.0,Avega,GL,2007,Manual,Bensin,130.000-135.000,Abu-abu,Hatchback,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/hyundai-avega-1-5-gl-manual-07-IDAd6Df.html?ad_type=OR#f9f1d9335c,"Electric Window, Jok kulit","12, Aug 2020"
3585,533750289,Suzuki,192500000.0,Ertiga,,2019,Manual,Bensin,0-5.000,Lainnya,,,,,,https://www.olx.co.id/iklan/mobil-baru-suzuki-all-new-ertiga-promo-nik-2019-IDA7yPD.html?ad_type=OR#f9f1d9335c;promoted,,
3586,536132304,Truk,250000000.0,Mitsubshi Colt diesel,,2016,Manual,Diesel,20.000-25.000,Kuning,,,,,,https://www.olx.co.id/iklan/mitsubishi-colt-diesel-fe-shdx-tangki-2016-IDAhywe.html?ad_type=OR#f9f1d9335c,,
3587,536131477,Lain-lain,84000000.0,Lain-lain,,1992,Manual,Bensin,45.000-50.000,Lainnya,,,,,,https://www.olx.co.id/iklan/vitara-thn-92-mulus-IDAhyhT.html?ad_type=OR#f9f1d9335c,,
3588,534751590,Suzuki,118000000.0,Carry Pick-up,,2019,Manual,Bensin,0-5.000,Lainnya,,,,,,https://www.olx.co.id/iklan/mobil-baru-new-carry-dp-9-juta-IDAbLjE.html?ad_type=OR#f9f1d9335c;promoted,,
3589,536130662,Suzuki,79999999.0,Karimun estillo,,2011,Manual,Bensin,85.000-90.000,Putih,,,,,,https://www.olx.co.id/iklan/tedp14-suzuki-karimun-estillo-2011-putih-mt-manual-tanganpertama-IDAhy4K.html?ad_type=OR#f9f1d9335c,"Bluetooth Audio, Electric Window, Sensor Parkir","31, Aug 2019"
3590,536130134,Truk,115000000.0,UD Truck,,1997,Manual,Diesel,15.000-20.000,Merah,,>2.000 - 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/jual-truk-nisan-nissan-ud-tahun-1997-ck-87-IDAhxVe.html?ad_type=OR#f9f1d9335c,,"20, Aug 2019"
3591,536129763,Suzuki,153000000.0,Ertiga,GX,2015,Manual,Bensin,45.000-50.000,Silver,MPV,≤1.000 - 1.500 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/suzuki-ertiga-gx-2015-IDAhxQf.html?ad_type=OR#f9f1d9335c,"Airbag, Electric Window","07, Nov 2019"
3592,536129651,Suzuki,170000000.0,Ertiga,GX,2018,Automatic,Bensin,25.000-30.000,Putih,Minibus,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/suzuki-ertiga-gx-matic-IDAhxOr.html?ad_type=OR#f9f1d9335c,Jok kulit,"06, Jul 2019"
3593,536129538,Hyundai,199000000.0,H-1,2.5 CRDi,2012,Automatic,Diesel,125.000-130.000,Putih,MPV,>2.000 - 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/hyundai-h1-th2012-IDAhxMC.html?ad_type=OR#f9f1d9335c,"Kamera Belakang, Jok kulit","30, May 2020"
3594,536129416,Suzuki,45000000.0,Jimny,1.0,<1986,Manual,Bensin,>300.000,Biru,Jeep,<1.000 cc,4X4,Individu,,https://www.olx.co.id/iklan/suzuki-lj80-1982-IDAhxKE.html?ad_type=OR#f9f1d9335c,Jok kulit,"30, Apr 2020"
3595,536491277,Truk,130000000.0,Hino Dutro,,2010,Manual,Diesel,60.000-65.000,Hijau,Truk,> 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/hino-dutro-mdl-2010-istimewa-asli-long-2-unit-IDAj3T7.html?ad_type=HL#440faa233b;promoted,"Airbag, Jok kulit","07, May 2020"
3596,534925165,Lexus,470000000.0,RX,270,2012,Automatic,Bensin,40.000-45.000,Putih,SUV,>2.000 - 3.000 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/atpm-2012-lexus-rx270-super-condition-IDAcutf.html?ad_type=HL#440faa233b;promoted,"Airbag, Bluetooth Audio, Electric Window, GPS, Jok kulit, Kamera Belakang, Kamera Depan, Sensor Parkir, Sunroof","09, Nov 2019"
3597,531446158,Suzuki,76500000.0,Escudo,JLX,2004,Manual,Bensin,115.000-120.000,Hitam,SUV,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/suzuki-escudo-1-6-tahun-2004-two-tone-IDzXTqe.html?ad_type=HL#440faa233b;promoted,"Sensor Parkir, Jok kulit, Electric Window","20, May 2020"
3598,536128802,Truk,27500000.0,Mitsubshi Colt diesel,,1996,Manual,Diesel,>300.000,Biru,,,,,,https://www.olx.co.id/iklan/engkel-delta-96-IDAhxAK.html?ad_type=OR#440faa233b,,
3599,536128457,Suzuki,116500000.0,Swift,GT3,2010,Manual,Bensin,100.000-105.000,Putih,Compact & City Car,≤1.000 - 1.500 cc,4X2,Diler,,https://www.olx.co.id/iklan/swift-gt3-2010-manual-siap-pakai-IDAhxwb.html?ad_type=OR#440faa233b,Jok kulit,
3600,535118048,Suzuki,67000000.0,Karimun,Estilo,2007,Manual,Bensin,30.000-35.000,Ungu,Minibus,≤1.000 - 1.500 cc,All Wheel Drive (AWD),Individu,,https://www.olx.co.id/iklan/karimun-estilo-2007-istimewa-seperti-baru-km-rendah-pajak-jauh-IDAdiEg.html?ad_type=OR#440faa233b,Kamera Belakang,"09, Apr 2020"
3601,536128154,Suzuki,170000000.0,Ertiga,GX,2017,Automatic,Bensin,45.000-50.000,Silver,,,,,,https://www.olx.co.id/iklan/suzuki-ertiga-gx-matic-2018-warna-silver-apik-sekali-tangan-pertama-IDAhxqi.html?ad_type=OR#440faa233b,,
3602,536127703,Suzuki,52000000.0,Baleno,1.5,2000,Manual,Bensin,15.000-20.000,Emas,Sedan,≤1.000 - 1.500 cc,,Individu,,https://www.olx.co.id/iklan/suzuki-baleno-tahun-2000-IDAhxj1.html?ad_type=OR#440faa233b,,
3603,536125371,Hyundai,54000000.0,Avega,GL,2007,Automatic,Bensin,100.000-105.000,Merah,Hatchback,≤1.000 - 1.500 cc,,Individu,,https://www.olx.co.id/iklan/hyundai-grand-avega-sedan-gl-matic-2007-IDAhvHp.html?ad_type=OR#440faa233b,"Sensor Parkir, Electric Window, Jok kulit","07, Oct 2022"
3604,532645962,Suzuki,190000000.0,Baleno,,2019,Manual,Bensin,0-5.000,Lainnya,,,,,,https://www.olx.co.id/iklan/mobil-baru-suzuki-baleno-2019-IDA2WxU.html?ad_type=OR#440faa233b;promoted,,
3605,536127418,Hyundai,60000000.0,Getz,,2004,Manual,Bensin,200.000-205.000,Silver,Hatchback,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Diler,,https://www.olx.co.id/iklan/hyundai-getz-manual-04-IDAhxeq.html?ad_type=OR#440faa233b,,
3606,536127252,Suzuki,137000000.0,Swift,GX,2014,Manual,Bensin,50.000-55.000,Putih,Compact & City Car,≤1.000 - 1.500 cc,,Diler,,https://www.olx.co.id/iklan/suzuki-new-swift-gx-manual-2014-IDAhxbK.html?ad_type=OR#440faa233b;promoted,,"05, Mar 2020"
3607,536127186,Truk,375000000.0,Hino Ranger,,2014,Manual,Diesel,80.000-85.000,Putih,,,,,,https://www.olx.co.id/iklan/giga-head-trailer-fvr240-th-2014-IDAhxaG.html?ad_type=OR#440faa233b,,
3608,536126936,Truk,190000000.0,UD Truck,,2005,Manual,Diesel,195.000-200.000,Putih,,,,,,https://www.olx.co.id/iklan/nissan-cwb-rf8-ut-dump-2005-IDAhx6E.html?ad_type=OR#440faa233b,,
3609,536126924,Suzuki,130000000.0,Swift,GX,2013,Automatic,Bensin,75.000-80.000,Merah,,,,Diler,,https://www.olx.co.id/iklan/swift-gx-metic-thn-2013-IDAhx6s.html?ad_type=OR#440faa233b,,
3610,536126777,Suzuki,44000000.0,Baleno,1.6,1997,Manual,Bensin,45.000-50.000,Hijau,Sedan,>1.500 - 2.000 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/suzuki-baleno-97-body-kaleng-mesin-ok-ban-tebal-pjk-on-siap-pake-44-jy-IDAhx45.html?ad_type=OR#440faa233b,Jok kulit,"15, Jan 2020"
3611,536126645,Hyundai,60000000.0,Avega,GX,2010,Manual,Bensin,120.000-125.000,Silver,Sedan,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/hyundai-avega-gx-2010-IDAhx1X.html?ad_type=OR#440faa233b,"GPS, Electric Window, Bluetooth Audio","23, Jul 2019"
3612,536125893,Truk,177000000.0,Hino Dutro,,2013,Manual,Diesel,95.000-100.000,Hijau,Truk,> 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/hino-dutro-130mdlong2013-boxjumbo-6mtr-fullors-mitsubishi-colt-diesel-IDAhvPP.html?ad_type=OR#440faa233b,"GPS, Jok kulit, Sensor Parkir, Bluetooth Audio","23, May 2020"
3613,536125626,Suzuki,107000000.0,APV,GX,2013,Manual,Bensin,85.000-90.000,Silver,MPV,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/apv-gx-2013-tangan-1-pajak-baru-IDAhvLv.html?ad_type=OR#440faa233b,"Sensor Parkir, Airbag, Jok kulit, Electric Window","07, May 2020"
3614,536789365,Suzuki,140000000.0,Ertiga,GX,2015,Manual,Bensin,100.000-105.000,Abu-abu,MPV,≤1.000 - 1.500 cc,4X2,,,https://www.olx.co.id/iklan/ertiga-gx-manual-2015-dp-6jt-cash-back-500rb-IDAkjqZ.html?ad_type=HL#ef54d10a93;promoted,,"05, May 2020"
3615,536036398,Truk,160000000.0,Isuzu Elf,,2013,Manual,Diesel,50.000-55.000,Putih,Truk,>2.000 - 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/isuzu-elf-nhr-55-engkel-IDAh9ym.html?ad_type=HL#ef54d10a93;promoted,,"01, Jan 2020"
3616,535523255,Chrysler,350000000.0,300,300C,2009,Automatic,Bensin,10.000-15.000,Hitam,Sedan,> 3.000 cc,All Wheel Drive (AWD),Individu,,https://www.olx.co.id/iklan/chrysler-300c-like-bentley-record-garansindo-pajak-panjang-km-16rb-oke-IDAf03R.html?ad_type=HL#ef54d10a93;promoted,"Sensor Parkir, Airbag, Jok kulit, GPS, Moonroof, Electric Window, Sunroof, Kamera Depan, Kamera Belakang, Bluetooth Audio","20, Feb 2020"
3617,534287092,Suzuki,90000000.0,Karimun,,2016,Manual,Bensin,45.000-50.000,Merah,Wagon,<1.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/karimun-2016-tipe-tinggi-gs-IDA9OtK.html?ad_type=OR#ef54d10a93,"Airbag, Bluetooth Audio, Electric Window","28, Sep 2019"
3618,535700971,Suzuki,85000000.0,Splash,GL,2011,Manual,Bensin,30.000-35.000,Silver,MPV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/suzuki-splash-2011-IDAfKif.html?ad_type=OR#ef54d10a93,,
3619,536124557,Dodge,250000000.0,Journey,SXT Plantinum,2013,Automatic,Bensin,40.000-45.000,Abu-abu,,,,Diler,Bursa Mobil WTC Mangga Dua,https://www.olx.co.id/iklan/dodge-journey-platinum-2013-low-km-IDAhvuh.html?ad_type=OR#ef54d10a93;promoted,,
3620,536124487,Suzuki,96000000.0,Wagon R,DILAGO,2016,Manual,Bensin,30.000-35.000,Silver,,,,,,https://www.olx.co.id/iklan/suzuki-karimun-wagon-gs-2016-IDAhvt9.html?ad_type=OR#ef54d10a93,,
3621,536124183,Truk,255000000.0,Mitsubshi Colt diesel,,2017,Manual,Diesel,30.000-35.000,Kuning,Truk,>2.000 - 3.000 cc,4X2,,,https://www.olx.co.id/iklan/truck-colt-diesel-canter-box-4-roda-long-lwb-2017-model-terbaru-IDAhvof.html?ad_type=OR#ef54d10a93,,
3622,536122345,Suzuki,93000000.0,Splash,,2013,Automatic,Bensin,60.000-65.000,Silver,Compact & City Car,≤1.000 - 1.500 cc,,,,https://www.olx.co.id/iklan/suzuki-splash-2013-at-silver-siap-pakai-aos-IDAhwUB.html?ad_type=OR#ef54d10a93,,
3623,536123922,Lexus,1175000000.0,GS,300,2017,Automatic Triptonic,Bensin,5.000-10.000,Merah,Sedan,>2.000 - 3.000 cc,,Diler,,https://www.olx.co.id/iklan/lexus-gs-300-f-sport-nik-2017-IDAhvk2.html?ad_type=OR#ef54d10a93,"Sunroof, GPS, Jok kulit, Sensor Parkir, Kamera Belakang, Bluetooth Audio, Airbag, Electric Window","15, Apr 2020"
3624,536123807,Suzuki,46000000.0,Karimun,,2000,Manual,Bensin,165.000-170.000,Lainnya,,,,,,https://www.olx.co.id/iklan/karimun-tahun-2000-IDAhvib.html?ad_type=OR#ef54d10a93,,
3625,536123715,Suzuki,82500000.0,Splash,GL,2010,Manual,Bensin,40.000-45.000,Silver,,,,,,https://www.olx.co.id/iklan/splash-2010-istimewa-IDAhvgH.html?ad_type=OR#ef54d10a93,,
3626,536122833,Truk,125000000.0,Truk Lainnya,,2013,Manual,Diesel,50.000-55.000,Lainnya,Truk,> 3.000 cc,4X4,,,https://www.olx.co.id/iklan/nyari-dump-truk-tahun-diatas-tahun-2013-IDAhv2t.html?ad_type=OR#ef54d10a93,,
3627,536122349,Truk,120000000.0,UD Truck,,1997,Manual,Diesel,150.000-155.000,Merah,Truk,>2.000 - 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/jual-truk-tronton-ud-nissan-ck-12-tahun-1997-IDAhwUF.html?ad_type=OR#ef54d10a93,,"20, Aug 2019"
3628,536122045,Suzuki,38000000.0,Carry Van,,2005,Manual,Bensin,210.000-215.000,Hijau,,,,Individu,,https://www.olx.co.id/iklan/carry-carreta-2005-plat-ag-dewan-jual-tukar-tambah-sekoto-kediri-IDAhwPL.html?ad_type=OR#ef54d10a93,,
3629,532247546,Suzuki,137000000.0,Ertiga,GX,2013,Manual,Bensin,40.000-45.000,Abu-abu,,,,,,https://www.olx.co.id/iklan/ertiga-gx-2014-pmk-manual-IDA1fTQ.html?ad_type=OR#ef54d10a93,,
3630,536121727,Suzuki,65000000.0,Escudo,JLX,1993,Manual,Bensin,160.000-165.000,Biru,Jeep,>1.500 - 2.000 cc,4X4,Individu,,https://www.olx.co.id/iklan/dijual-cepat-vitara-4x4-th-93-IDAhwKD.html?ad_type=OR#ef54d10a93,"Bluetooth Audio, Electric Window, Jok kulit","07, Jan 2020"
3631,536121196,Suzuki,80000000.0,Wagon R,DILAGO,2015,Manual,Bensin,50.000-55.000,Putih,,,,Individu,,https://www.olx.co.id/iklan/karimun-wagon-r-gl-2015-rp-80-000-000-nego-IDAhwC4.html?ad_type=OR#ef54d10a93,Sensor Parkir,
3632,536120935,Suzuki,100000000.0,Grand vitara,,2008,Manual,Bensin,115.000-120.000,Marun,SUV,>1.500 - 2.000 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/dijual-grand-vitara-2008-bulan-11-IDAhwxR.html?ad_type=OR#ef54d10a93,Bluetooth Audio,"22, Nov 2019"
3633,536689268,Suzuki,92500000.0,SX4,,2009,Automatic,Bensin,95.000-100.000,Abu-abu,,,,,,https://www.olx.co.id/iklan/suzuki-sx4-x-over-at-abu-abue-metalik-2009-nik-2008-IDAjTov.html?ad_type=HL#051933458d;promoted,,
3634,535338387,Hummer,1100000000.0,H3,Alpha V8,2009,Automatic,Bensin,70.000-75.000,Hitam,SUV,> 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/hummer-h3-handrem-tarik-2009-istimwa-IDAedY7.html?ad_type=HL#051933458d;promoted,"Sensor Parkir, Airbag, Electric Window, Jok kulit, GPS, Sunroof, Kamera Belakang, Bluetooth Audio","18, Jul 2019"
3635,532279326,Mitsubishi,98000000.0,Mirage,GLX,2017,Manual,Bensin,5.000-10.000,Merah,,,,,,https://www.olx.co.id/iklan/new-mirage-m-t-2017-manual-brng-spt-baru-plat-b-bln-9-baru-tgn1-2016-IDA1oaq.html?ad_type=HL#051933458d;promoted,,
3636,536119413,Suzuki,78000000.0,Wagon R,,2014,Manual,Bensin,60.000-65.000,Silver,,,,Individu,,https://www.olx.co.id/iklan/suzuki-wagon-r-gl-2014-pemakaian-pribadi-IDAhw9j.html?ad_type=OR#051933458d,Sensor Parkir,
3637,536120827,Suzuki,32500000.0,Katana,1.0,1988,Manual,Bensin,235.000-240.000,Marun,Jeep,<1.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/katana-tahun-88-IDAhwv7.html?ad_type=OR#051933458d,Jok kulit,"29, Jan 2020"
3638,536119848,Lexus,450000000.0,RX,270,2011,Automatic,Bensin,30.000-35.000,Silver,SUV,>2.000 - 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/toyota-lexus-rx270-cbu-km-30ribuan-asli-mobil-pribadi-IDAhwgk.html?ad_type=OR#051933458d,"Airbag, Bluetooth Audio, Electric Window, GPS, Jok kulit, Kamera Belakang, Kamera Depan, Moonroof, Sensor Parkir","19, Jun 2020"
3639,536119756,Suzuki,140000000.0,Swift,GL,2014,Automatic,Bensin,25.000-30.000,Hitam,Hatchback,≤1.000 - 1.500 cc,4X2,Diler,Bursa Mobil DTC,https://www.olx.co.id/iklan/suzuki-gl-metik-tangan-pertama-istimewa-luar-dalam-IDAhweQ.html?ad_type=OR#051933458d,"Sensor Parkir, Airbag, Electric Window, Kamera Belakang, Bluetooth Audio","29, May 2020"
3640,536119707,Suzuki,114500000.0,Ertiga,GL,2013,Manual,Bensin,105.000-110.000,Lainnya,,,,,,https://www.olx.co.id/iklan/ertiga-gl-2013-ac-double-IDAhwe3.html?ad_type=OR#051933458d,,"20, Feb 2020"
3641,536119318,Suzuki,106000000.0,Swift,1.5,2010,Manual,Bensin,30.000-35.000,Marun,Classic Car,>1.500 - 2.000 cc,4X2,Diler,,https://www.olx.co.id/iklan/swift-th-10-as-bali-manual-sudah-full-modiff-cucok-anak-muda-IDAhw7M.html?ad_type=OR#051933458d,Airbag,
3642,536119066,Suzuki,120000000.0,Carry Pick-up,,2018,Manual,Bensin,5.000-10.000,Hitam,,,,,,https://www.olx.co.id/iklan/99-baru-2018-2019-apv-ac-ps-megacarry-pickup-new-1-5-pu-grandmax-fd-IDAhw3I.html?ad_type=OR#051933458d,,
3643,536118438,Suzuki,105000000.0,Grand vitara,,2006,Manual,Bensin,125.000-130.000,Silver,SUV,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/jual-vitara-2016-IDAhuTA.html?ad_type=OR#051933458d,"Airbag, Electric Window","15, Nov 2019"
3644,536118055,Suzuki,75500000.0,APV,SGX Arena,2009,Automatic,Bensin,105.000-110.000,Hitam,MPV,≤1.000 - 1.500 cc,,,,https://www.olx.co.id/iklan/jual-cepat-termurah-apv-sgx-at-2009-full-upgrade-luxury-IDAhuNp.html?ad_type=OR#051933458d;promoted,,
3645,536116529,Suzuki,128000000.0,Ertiga,GL,2013,Manual,Bensin,80.000-85.000,Putih,,,,,,https://www.olx.co.id/iklan/suzuki-ertiga-gl-2013-IDAhuoN.html?ad_type=OR#051933458d,,
3646,536116974,Hyundai,388000000.0,H-1,2.5 CRDi,2016,Automatic Triptonic,Diesel,50.000-55.000,Coklat,Minibus,>2.000 - 3.000 cc,Front Wheel Drive (FWD),Diler,,https://www.olx.co.id/iklan/hyundai-h1-at-nex-gen-tipe-royale-diesel-2016-crdi-putih-IDAhuwY.html?ad_type=OR#051933458d,"Sensor Parkir, Airbag, Electric Window, Jok kulit, GPS",
3647,536116800,Suzuki,115000000.0,Ertiga,GX,2013,Automatic,Bensin,70.000-75.000,Hitam,,,,,,https://www.olx.co.id/iklan/suzuki-ertiga-gx-matic-at-2013-dp-paling-murah-IDAhuta.html?ad_type=OR#051933458d,,
3648,536116763,Suzuki,20000000.0,Carry,,1991,Manual,Bensin,200.000-205.000,Putih,Minibus,≤1.000 - 1.500 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/suzuki-carry-89-troper-gajahmada-series-IDAhusz.html?ad_type=OR#051933458d,,"15, Feb 2019"
3649,536116502,Suzuki,87000000.0,APV,SGX Luxury,2009,Manual,Bensin,165.000-170.000,Merah,,,,,,https://www.olx.co.id/iklan/suzuki-apv-sgx-luxury-2009-tdp-4-juta-saja-IDAhuom.html?ad_type=OR#051933458d,,
3650,536116414,Lain-lain,60000000.0,Lain-lain,,2013,Manual,Bensin,170.000-175.000,Hitam,Sedan,≤1.000 - 1.500 cc,4X2,Diler,,https://www.olx.co.id/iklan/jual-mobkas-eks-taksi-bb-IDAhumV.html?ad_type=OR#051933458d,,
3651,536799399,Suzuki,85000000.0,Wagon R,GX,2014,Manual,Bensin,50.000-55.000,Silver,Compact & City Car,<1.000 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/dp-10-jt-ang-2-1jt-wagon-r-2014-IDAkm2P.html?ad_type=HL#0b15366664;promoted,"Electric Window, Jok kulit","26, Mar 2020"
3652,483340431,Suzuki,113600000.0,Carry Pick-up,,2019,Manual,Bensin,0-5.000,Hitam,,,,,,https://www.olx.co.id/iklan/mobil-baru-suzuki-new-carry-pick-up-2019-harga-super-duper-murah-IDvI2Wp.html?ad_type=HL#0b15366664;promoted,,
3653,535259605,Lexus,865000000.0,NX,200T F-Sport,2016,Automatic,Bensin,20.000-25.000,Hitam,SUV,>1.500 - 2.000 cc,Front Wheel Drive (FWD),,,https://www.olx.co.id/iklan/lexus-nx200t-f-sport-2-0l-IDAdTtr.html?ad_type=HL#0b15366664;promoted,"Sensor Parkir, Jok kulit, GPS, Sunroof, Kamera Depan, Kamera Belakang, Bluetooth Audio, Airbag, Electric Window",
3654,536115721,Suzuki,53500000.0,Carry Pick-up,,2010,Manual,Bensin,30.000-35.000,Biru,Pick-up,>1.500 - 2.000 cc,4X2,Diler,,https://www.olx.co.id/iklan/suzuki-futura-pick-up-thn-2010-orsinil-pajak-panjang-IDAhubL.html?ad_type=OR#0b15366664,,
3655,536115697,Suzuki,80000000.0,Wagon R,Estilo,2016,Manual,Bensin,65.000-70.000,Abu-abu,Compact & City Car,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/suzuki-karimun-wagon-r-thn2016-IDAhubn.html?ad_type=OR#0b15366664,Bluetooth Audio,"13, May 2019"
3656,536115165,Suzuki,83500000.0,SX4,Cross Road,2009,Automatic,Bensin,100.000-105.000,Abu-abu,Hatchback,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/suzuki-x-road-at-2009-IDAhu2N.html?ad_type=OR#0b15366664,"Sensor Parkir, Airbag, Jok kulit, Kamera Belakang, Bluetooth Audio, Electric Window","26, Feb 2020"
3657,536114758,Suzuki,87000000.0,Futura,,2014,Manual,Bensin,60.000-65.000,Merah,Minibus,≤1.000 - 1.500 cc,4X4,Individu,,https://www.olx.co.id/iklan/suzuki-futura-realven-gx-th-2014-IDAhtVe.html?ad_type=OR#0b15366664,,
3658,536114521,Suzuki,82000000.0,Splash,1.5,2010,Manual,Bensin,20.000-25.000,Merah,Classic Car,>1.500 - 2.000 cc,4X2,Diler,,https://www.olx.co.id/iklan/splas-th-10-as-bali-manual-dp-kecil-ktp-luar-bisa-IDAhtSp.html?ad_type=OR#0b15366664,Airbag,
3659,536114294,Suzuki,54000000.0,Carry Pick-up,,2011,Manual,Bensin,>300.000,Biru,Pick-up,> 3.000 cc,,Individu,,https://www.olx.co.id/iklan/suzuki-carry-th-2011-IDAhtOK.html?ad_type=OR#0b15366664,Jok kulit,
3660,536113925,Jaguar,575000000.0,XF,Luxury Sports,2013,Automatic Triptonic,Bensin,75.000-80.000,Hitam,Sedan,>2.000 - 3.000 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/jaguar-xf-2-0t-turbo-supercharged-pmk-2014-nik-2013-IDAhtIN.html?ad_type=OR#0b15366664,GPS,"01, Jul 2020"
3661,536113368,Suzuki,84000000.0,Swift,ST,2009,Automatic,Bensin,115.000-120.000,Hitam,MPV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/jual-mobil-suzuki-swift-st-1-5-tahun-2009-IDAhtzO.html?ad_type=OR#0b15366664,"Bluetooth Audio, Kamera Belakang","14, Feb 2020"
3662,536113389,Suzuki,80000000.0,Wagon R,DILAGO,2014,Manual,Bensin,10.000-15.000,Silver,Minibus,<1.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/jual-mobi-jarang-pakai-khusus-pemakai-langsung-minat-datang-langsung-IDAhtA9.html?ad_type=OR#0b15366664,Sensor Parkir,"13, Feb 2020"
3663,536113161,Suzuki,15000000.0,Carry Van,,2007,Manual,Bensin,75.000-80.000,Merah,Minibus,<1.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/body-angkot-suzuki-carry-2007-IDAhtvt.html?ad_type=OR#0b15366664,Jok kulit,"02, Jul 2019"
3664,536112977,Suzuki,70000000.0,Carry Pick-up,,2014,Manual,Bensin,80.000-85.000,Hitam,,,,,,https://www.olx.co.id/iklan/suzuki-carry-mega-extra-2014-pmk-2015-no-ac-ps-sehat-siap-pakai-IDAhttw.html?ad_type=OR#0b15366664,,
3665,536112414,Suzuki,55000000.0,Escudo,JLX,1995,Manual,Bensin,80.000-85.000,Merah,Jeep,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/suzuki-escudo-jlx-1600-cc-1995-IDAhtkq.html?ad_type=OR#0b15366664,"Sensor Parkir, Jok kulit, Kamera Belakang, Bluetooth Audio, Electric Window","23, Jul 2019"
3666,536112411,Hyundai,235000000.0,Santa Fe,CRDi,2012,Automatic,Diesel,70.000-75.000,Putih,SUV,>2.000 - 3.000 cc,4X2,Diler,,https://www.olx.co.id/iklan/dijual-hyundai-santa-fe-2-2-crdi-diesel-automatic-tahun-2012-putih-IDAhtkn.html?ad_type=OR#0b15366664,"Sensor Parkir, Airbag, Electric Window, Jok kulit, GPS, Sunroof, Bluetooth Audio, Kamera Belakang, Moonroof","03, Mar 2020"
3667,536112380,Suzuki,135000000.0,Ertiga,GL,2013,Manual,Bensin,30.000-35.000,Silver,MPV,>1.500 - 2.000 cc,,Individu,,https://www.olx.co.id/iklan/suzuki-ertiga-gl-2013-IDAhtjS.html?ad_type=OR#0b15366664,,
3668,536112055,Suzuki,110000000.0,Ertiga,GX,2012,Manual,Bensin,45.000-50.000,Hitam,,,,,,https://www.olx.co.id/iklan/ertiga-gx-manual-2012-istimewa-warna-favorite-ada-unit-matic-juga-IDAhteD.html?ad_type=OR#0b15366664,,
3669,536111683,Suzuki,80000000.0,Carry,RV. Gx,2013,Manual,Bensin,100.000-105.000,Merah,,,,,,https://www.olx.co.id/iklan/carry-van-gx-tahun-2013-IDAht8D.html?ad_type=OR#0b15366664,,
3670,529767000,Honda,136500000.0,Brio,,2019,Manual,Bensin,0-5.000,Lainnya,,,,,,https://www.olx.co.id/iklan/mobil-baru-honda-brio-2019-dp-18jtan-angsuran-2jtan-dan-bonus-lainya-IDzQQB2.html?ad_type=HL#9d24bbd316;promoted,,
