,ID,Brand,Harga,Model,Varian,Tahun,Transmisi,Tipe bahan bakar,Jarak tempuh,Warna,Tipe body,Kapasitas mesin,Sistem Penggerak,Tipe Penjual,Nama Bursa Mobil,URL,Fitur tambahan,Kadaluwarsa Pajak
0,536111333,Lexus,450000000.0,RX,270,2012,Automatic,Bensin,60.000-65.000,Hitam,SUV,>2.000 - 3.000 cc,4X2,Diler,Bursa Mobil Blok M Square,https://www.olx.co.id/iklan/lexus-rx-270-facelift-2012-hitam-IDAht2Z.html?ad_type=HL#50435af6e1;promoted,,
1,534289064,Suzuki,149000000.0,Ertiga,GL,2018,Manual,Bensin,15.000-20.000,Putih,,,,,,https://www.olx.co.id/iklan/ertiga-new-gl-mt-2018-putih-tangan-1-pajak-panjang-dp-15jt-IDA9OZy.html?ad_type=HL#50435af6e1;promoted,,
2,530738417,Lexus,412000000.0,RX,RX270,2012,Automatic,Bensin,50.000-55.000,Hitam,MPV,>2.000 - 3.000 cc,4X2,Diler,Bursa Mobil WTC Mangga Dua,https://www.olx.co.id/iklan/lexus-rx270-hongkong-matic-2012-IDzUWj3.html?ad_type=HL#50435af6e1;promoted,Airbag,
3,536885897,Kia,33500000.0,Carens I,,2002,Manual,Bensin,110.000-115.000,Coklat,MPV,>1.500 - 2.000 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/kia-carens-1-ls-manual-tahun-2002-IDAkIxX.html?ad_type=OR#50435af6e1,Electric Window,"31, Jul 2018"
4,536881871,Honda,46000000.0,Civic,,1994,Manual,Bensin,20.000-25.000,Kuning,,,,,,https://www.olx.co.id/iklan/honda-civic-genio-94-IDAkHw1.html?ad_type=OR#50435af6e1,,
5,536885636,Honda,190000000.0,Jazz,RS M/T,2015,Manual,Bensin,35.000-40.000,Putih,Compact & City Car,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Diler,,https://www.olx.co.id/iklan/honda-jazz-rs-mt-2015-km-39rb-pajak-baru-di-bayar-bos-IDAkItK.html?ad_type=OR#50435af6e1,"Bluetooth Audio, Kamera Belakang, Sensor Parkir, Airbag, Electric Window, Jok kulit","30, Jul 2020"
6,536885602,Kia,110000000.0,Rio,1.4,2012,Automatic Triptonic,Bensin,100.000-105.000,Putih,Hatchback,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/jual-all-new-kia-rio-2012-at-IDAkItc.html?ad_type=OR#50435af6e1,Kamera Belakang,
7,536885549,Toyota,43000000.0,Kijang,,1996,Manual,Bensin,>300.000,Hijau,,,,,,https://www.olx.co.id/iklan/kijang-grand-extra-96-IDAkIsl.html?ad_type=OR#50435af6e1,,
8,536885492,Toyota,193500000.0,Innova,G,2013,Manual,Diesel,130.000-135.000,Putih,,,,Individu,,https://www.olx.co.id/iklan/dijual-cepat-innova-2013-g-disel-manual-IDAkIrq.html?ad_type=OR#50435af6e1,,
9,536885471,Toyota,50000000.0,Corolla,Spacio 1.5,1995,Manual,Bensin,180.000-185.000,Hitam,Sedan,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/toyota-corolla-great-IDAkIr5.html?ad_type=OR#50435af6e1,"Jok kulit, Electric Window, Bluetooth Audio","03, Dec 2019"
10,536885428,Nissan,145000000.0,Grand livina,,2015,Manual,Bensin,45.000-50.000,Silver,MPV,≤1.000 - 1.500 cc,,Diler,,https://www.olx.co.id/iklan/grand-livina-sv-m-t-2015-mulus-prima-mobil-IDAkIqo.html?ad_type=OR#50435af6e1,"Electric Window, Airbag, Sensor Parkir",
11,536885427,Toyota,115000000.0,Avanza,G,2012,Manual,Bensin,135.000-140.000,Hitam,,,,,,https://www.olx.co.id/iklan/all-new-avanza-e-up-g-ab-tahun-2012-IDAkIqn.html?ad_type=OR#50435af6e1,,
12,536885423,Mitsubishi,120000000.0,Strada Triton,,2012,Manual,Diesel,75.000-80.000,Putih,Van,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/dijual-strada-triton-penumpang-th-2012-ss-lengkap-hidup-harga-120-nego-IDAkIqj.html?ad_type=OR#50435af6e1,Airbag,
13,513072803,Daihatsu,100350000.0,Ayla,,2019,Manual,Bensin,0-5.000,Oranye,,,,,,https://www.olx.co.id/iklan/mobil-baru-daihatsu-ayla-2019-promo-gue-harga-bombastis-IDyINFN.html?ad_type=OR#50435af6e1;promoted,,
14,536885394,Toyota,152000000.0,Avanza,Veloz,2014,Manual,Bensin,40.000-45.000,Putih,Minibus,≤1.000 - 1.500 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/toyota-avanza-veloz-1-5-mt-2014-putih-metalik-satu-tangan-dr-baru-IDAkIpQ.html?ad_type=OR#50435af6e1,"Sensor Parkir, Airbag, Jok kulit, GPS, Electric Window",
15,536885392,Daihatsu,116000000.0,Xenia,,2014,Manual,Bensin,85.000-90.000,Putih,,,,,,https://www.olx.co.id/iklan/daihatsu-xenia-r-dlx-m-t-2014-putih-mulus-IDAkIpO.html?ad_type=OR#50435af6e1,,
16,536885368,Daihatsu,87000000.0,Ayla,D,2017,Manual,Bensin,25.000-30.000,Putih,Compact & City Car,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/daihatsu-ayla-1-0-2017-manual-IDAkIpq.html?ad_type=OR#50435af6e1,"Jok kulit, Airbag, Sensor Parkir, Bluetooth Audio","23, Jul 2020"
17,536885351,Toyota,183000000.0,Sienta,V,2016,Automatic,Bensin,30.000-35.000,Coklat,,,,,,https://www.olx.co.id/iklan/toyota-sienta-v-2016-a-t-IDAkIp9.html?ad_type=OR#50435af6e1,,
18,536885302,Honda,67500000.0,CR-V,2.0 i-VTEC,2003,Automatic,Bensin,200.000-205.000,Abu-abu,SUV,>1.500 - 2.000 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/dijual-cepat-honda-cr-v-tahun-2003-IDAkIom.html?ad_type=OR#50435af6e1,"Sensor Parkir, Airbag, Electric Window, Jok kulit","16, May 2020"
19,536269089,Suzuki,142500000.0,Ertiga,GL,2015,Manual,Bensin,30.000-35.000,Silver,,,,,,https://www.olx.co.id/iklan/suzuki-ertiga-gl-manual-s-mojokerto-100-orisinil-km-34-ribu-IDAi85r.html?ad_type=HL#8742f4b6b0;promoted,,
20,533160806,Suzuki,171000000.0,Ertiga,,2019,Manual,Bensin,0-5.000,Putih,,,,,,https://www.olx.co.id/iklan/mobil-baru-suzuki-ertiga-2019-promo-dp-murah-diskon-besar-IDA55tQ.html?ad_type=HL#8742f4b6b0;promoted,,
21,534901125,Suzuki,115000000.0,Ignis,GL MT,2017,Manual,Bensin,35.000-40.000,Putih,Minibus,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/dijual-suzuki-ignis-2017-gl-manual-IDAcodw.html?ad_type=HL#8742f4b6b0;promoted,,"03, Oct 2019"
22,536885175,Toyota,202000000.0,Avanza,Veloz,2018,Automatic,Bensin,20.000-25.000,Hitam,Minibus,≤1.000 - 1.500 cc,,,,https://www.olx.co.id/iklan/toyota-grand-new-avanza-veloz-1-5cc-matik-tahun-2018-IDAkImj.html?ad_type=OR#8742f4b6b0,"Airbag, Jok kulit, Sensor Parkir",
23,535910062,Truk,440000000.0,Hino Ranger,,2012,Manual,Diesel,100.000-105.000,Merah,Truk,> 3.000 cc,4X4,Individu,,https://www.olx.co.id/iklan/di-jual-beberapa-unit-hino-louhan-fm260ti-IDAgCGG.html?ad_type=OR#8742f4b6b0,,"22, Jul 2019"
24,536885100,Lain-lain,85000000.0,Lain-lain,,<1986,Manual,Bensin,70.000-75.000,Hitam,Sedan,>2.000 - 3.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/holden-kingswood-hj-IDAkIl6.html?ad_type=OR#8742f4b6b0,Jok kulit,"27, Jul 2019"
25,536885054,Toyota,132000000.0,Avanza,E,2017,Manual,Bensin,20.000-25.000,Silver,MPV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/grand-avanza-e-abs-2017-ab-tgn1-dr-baru-bs-kredit-dp17-jt-kta-bantu-IDAkIkm.html?ad_type=OR#8742f4b6b0;promoted,"Airbag, Jok kulit, Electric Window, Bluetooth Audio","20, Dec 2019"
26,536882472,Mazda,127000000.0,2,S,2012,Automatic,Bensin,55.000-60.000,Merah,Hatchback,≤1.000 - 1.500 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/dijual-mazda2-thn-2012-pemakaian-wanita-IDAkHEI.html?ad_type=OR#8742f4b6b0,"Sensor Parkir, Kamera Belakang, Bluetooth Audio, Airbag, Electric Window, Sunroof","30, Jul 2020"
27,536884298,Mazda,200000000.0,CX-5,Touring,2013,Automatic,Bensin,90.000-95.000,Putih,SUV,>2.000 - 3.000 cc,Front Wheel Drive (FWD),,,https://www.olx.co.id/iklan/tdp-23-jutamazda-cx5-2013-touring-2-5-at-skyactive-IDAkI8a.html?ad_type=OR#8742f4b6b0,"Electric Window, Airbag, Bluetooth Audio, Kamera Belakang, Sensor Parkir, Jok kulit, Sunroof","15, Dec 2019"
28,536884170,Nissan,79000000.0,March,1.2L XS,2011,Automatic,Bensin,85.000-90.000,Oranye,,,,,,https://www.olx.co.id/iklan/nissan-march-1-2-xs-at-2011-tdp-9jta-IDAkI66.html?ad_type=OR#8742f4b6b0,,
29,536885041,Daihatsu,98000000.0,Xenia,Xi Sporty,2011,Manual,Bensin,120.000-125.000,Hitam,,,,,,https://www.olx.co.id/iklan/xenia-xi-1-3-sporty-tahun-2011-aa-muntilan-tangan-pertama-IDAkIk9.html?ad_type=OR#8742f4b6b0,,
30,536858355,Ford,97000000.0,Fiesta,Trend,2012,Automatic,Bensin,95.000-100.000,Putih,Compact & City Car,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/ford-fiesta-tren-1-4-2012-a-t-IDAkBnJ.html?ad_type=OR#8742f4b6b0,Airbag,"25, Oct 2019"
31,536884994,Toyota,105000000.0,Corolla Altis,G 1.8,2008,Automatic,Bensin,90.000-95.000,Silver,Sedan,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/jual-altis-g-metik-2008-kilometer-94rb-jarang-pakai-IDAkIjo.html?ad_type=OR#8742f4b6b0,"Airbag, Electric Window","28, Aug 2020"
32,536858871,Toyota,139000000.0,Avanza,Veloz,2013,Automatic,Bensin,70.000-75.000,Silver,Minibus,≤1.000 - 1.500 cc,,Diler,Bursa Mobil BG Junction Surabaya,https://www.olx.co.id/iklan/avanza-veloz-2013-automatic-tidak-ada-pr-IDAkBv3.html?ad_type=OR#8742f4b6b0,,
33,536884975,Suzuki,31000000.0,Katana,1.0,1991,Manual,Bensin,200.000-205.000,Biru,Jeep,<1.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/suzuki-katana-th-91-IDAkIj5.html?ad_type=OR#8742f4b6b0,,
34,536884928,Mitsubishi,345000000.0,Pajero Sport,2.5L Dakar,2014,Automatic Triptonic,Diesel,75.000-80.000,Putih,Jeep,>2.000 - 3.000 cc,,,,https://www.olx.co.id/iklan/pajero-dakar-vgt-2014-at-diesel-istimewa-IDAkIik.html?ad_type=OR#8742f4b6b0,"Sensor Parkir, Jok kulit, Sunroof, Kamera Belakang, Bluetooth Audio, Airbag, Electric Window",
35,536719962,Mitsubishi,69000000.0,Lancer Evolution,,2000,Manual,Bensin,100.000-105.000,Biru,Sedan,,,,,https://www.olx.co.id/iklan/mitsubishi-lancer-sei-manual-2000-IDAk1nA.html?ad_type=OR#8742f4b6b0,,
36,536884884,Kia,90000000.0,Picanto,SE,2012,Manual,Bensin,30.000-35.000,Merah,Sedan,≤1.000 - 1.500 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/dijual-picanto-new-face-tahun-2012-IDAkIhC.html?ad_type=OR#8742f4b6b0,"Bluetooth Audio, Kamera Belakang","27, Jul 2019"
37,536884870,Toyota,99000000.0,Avanza,S,2009,Automatic,Bensin,95.000-100.000,Silver,Minibus,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/avanza-1-5-s-at-2009-plat-h-pjk-baru-istimewa-dp-25jt-IDAkIho.html?ad_type=OR#8742f4b6b0,"Airbag, Sensor Parkir, GPS, Electric Window, Kamera Belakang, Bluetooth Audio","06, Aug 2020"
38,533148279,Suzuki,107000000.0,Karimun,,2019,Manual,Bensin,0-5.000,Abu-abu,,,,,,https://www.olx.co.id/iklan/mobil-baru-suzuki-karimun-wagon-r-2019-cuci-gudang-IDA52dN.html?ad_type=HL#2442f57f27;promoted,,
39,534568833,Suzuki,163000000.0,Ertiga,Dreza GS,2017,Automatic Triptonic,Bensin,30.000-35.000,Hitam,SUV,>1.500 - 2.000 cc,4X2,Diler,,https://www.olx.co.id/iklan/suzuki-ertiga-dreza-gs-2017-automatic-hitam-perfect-condition-IDAaZLX.html?ad_type=HL#2442f57f27;promoted,"Airbag, Bluetooth Audio, Electric Window, GPS, Jok kulit, Kamera Belakang, Sensor Parkir",
40,532209919,Wuling,209000000.0,Cortez,1.8,2018,Automatic,Bensin,10.000-15.000,Merah,Minibus,>1.500 - 2.000 cc,Front Wheel Drive (FWD),Diler,,https://www.olx.co.id/iklan/tdp45jt-km12rb-ganjil-wuling-cortez-1-8-llux-amt-automatic-2018-IDA166X.html?ad_type=HL#2442f57f27;promoted,"Airbag, Bluetooth Audio, Electric Window, GPS, Jok kulit, Kamera Belakang, Moonroof, Sensor Parkir, Sunroof","30, May 2020"
41,536884833,Nissan,97000000.0,Grand livina,,2013,Automatic,Bensin,75.000-80.000,Silver,MPV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/over-kredit-grand-livina-1-5-2013-IDAkIgN.html?ad_type=OR#2442f57f27,"Sensor Parkir, Jok kulit, Kamera Belakang, Bluetooth Audio, Airbag, Electric Window","05, Apr 2019"
42,536720286,Toyota,152000000.0,Innova,G Luxury,2012,Manual,Bensin,200.000-205.000,Abu-abu,MPV,>1.500 - 2.000 cc,,,,https://www.olx.co.id/iklan/innova-2-0-g-luxury-manual-2012-IDAk1sO.html?ad_type=OR#2442f57f27,,
43,536884785,Honda,106000000.0,Jazz,RS,2008,Automatic Triptonic,Bensin,100.000-105.000,Hijau,Sedan,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/dijual-honda-jazz-rs-thn-2008-IDAkIg1.html?ad_type=OR#2442f57f27,Sunroof,"21, Dec 2019"
44,536884702,Nissan,120000000.0,Grand livina,,2012,Manual,Bensin,85.000-90.000,Abu-abu,MPV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/dijual-nissan-grand-livina-sv-tahun-2012-kondisi-mulus-terawat-IDAkIeG.html?ad_type=OR#2442f57f27,"Airbag, Electric Window","22, Dec 2019"
45,536884693,Daihatsu,110000000.0,Terios,TX Elegant,2008,Automatic,Bensin,30.000-35.000,Hitam,Jeep,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/terios-ab-kota-IDAkIex.html?ad_type=OR#2442f57f27,Jok kulit,"01, Nov 2019"
46,536884687,Honda,98000000.0,Brio,Satya S,2015,Manual,Bensin,20.000-25.000,Silver,,,,,,https://www.olx.co.id/iklan/brio-satya-s-manual-silver-2015-h-tg-1-antik-km-20-rban-asli-dp-18-jt-IDAkIer.html?ad_type=OR#2442f57f27,,
47,536884670,Volkswagen,170000000.0,Caravelle,2.5 Diesel Tdi,2005,Automatic Triptonic,Diesel,115.000-120.000,Abu-abu,,,,,,https://www.olx.co.id/iklan/vw-caravelle-th-2005-automatis-IDAkIea.html?ad_type=OR#2442f57f27,,
48,536884618,Suzuki,48000000.0,Baleno,1.5,2001,Manual,Bensin,100.000-105.000,Biru,Sedan,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/baleno-2001-manual-km-rendah-IDAkIdk.html?ad_type=OR#2442f57f27,"Jok kulit, Electric Window","27, Jul 2019"
49,536884584,Daihatsu,82500000.0,Xenia,Li Deluxe,2011,Manual,Bensin,115.000-120.000,Silver,MPV,<1.000 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/xenia-li-tahun-2011-IDAkIcM.html?ad_type=OR#2442f57f27,"Sensor Parkir, Bluetooth Audio","19, Mar 2020"
50,536883246,Nissan,115000000.0,Serena,Autech,2010,Automatic,Bensin,95.000-100.000,Abu-abu,MPV,,,Individu,,https://www.olx.co.id/iklan/serena-hws-autech-type-tertinggi-thn-2010-IDAkHRc.html?ad_type=OR#2442f57f27,"Sensor Parkir, Jok kulit, Kamera Belakang, Bluetooth Audio, Airbag, Electric Window",
51,513072483,Daihatsu,104000000.0,Sigra,,2019,Manual,Bensin,0-5.000,Putih,,,,,,https://www.olx.co.id/iklan/mobil-baru-daihatsu-sigra-2019-promo-gue-harga-bombastis-IDyINAD.html?ad_type=OR#2442f57f27;promoted,,
52,536884569,Honda,105000000.0,CR-V,4X2,2005,Manual,Bensin,110.000-115.000,Silver,SUV,>1.500 - 2.000 cc,4X2,Individu,,https://www.olx.co.id/iklan/crv-thn-2005-manual-2-0-tg-1-dari-baru-kondisi-terawat-istimewa-IDAkIcx.html?ad_type=OR#2442f57f27,"Sensor Parkir, Airbag, Electric Window, Kamera Belakang","26, Aug 2019"
53,536858113,Ford,138000000.0,Fiesta,Sport,2015,Automatic Triptonic,Bensin,45.000-50.000,Putih,Hatchback,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/ford-fiesta-s-th-2015-14-at-antik-simpanan-km-46rb-IDAkBjP.html?ad_type=OR#2442f57f27,"Airbag, Sensor Parkir, Electric Window, Jok kulit, Bluetooth Audio","31, Dec 2019"
54,536857861,Daihatsu,125000000.0,Xenia,X Deluxe,2016,Manual,Bensin,50.000-55.000,Coklat,,,,Diler,,https://www.olx.co.id/iklan/daihatsu-xenia-x-th-2016-mt-basana-mobillindo-IDAkBfL.html?ad_type=OR#2442f57f27,,
55,536884537,Mazda,200000000.0,CX-5,Grand Touring,2012,Automatic,Bensin,75.000-80.000,Putih,Jeep,>1.500 - 2.000 cc,Front Wheel Drive (FWD),Diler,,https://www.olx.co.id/iklan/mazda-cx-5-gt-2-0high-2012-at-IDAkIc1.html?ad_type=OR#2442f57f27,"Jok kulit, Sensor Parkir, Sunroof, Bluetooth Audio, Kamera Belakang, Airbag, Electric Window","15, Nov 2019"
56,534222648,Suzuki,223000000.0,Baleno,,2019,Manual,Bensin,0-5.000,Merah,,,,,,https://www.olx.co.id/iklan/mobil-baru-suzuki-baleno-2019-hot-promo-harga-termurah-IDA9xIk.html?ad_type=HL#1f18e798e1;promoted,,
57,535791817,Suzuki,82000000.0,Splash,GL,2011,Manual,Bensin,25.000-30.000,Biru,MPV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/suzuki-splash-mt-2011-variasi-IDAg7Ww.html?ad_type=HL#1f18e798e1;promoted,"Jok kulit, GPS, Bluetooth Audio","30, Oct 2019"
58,532313026,Suzuki,139000000.0,Ertiga,GL,2017,Manual,Bensin,30.000-35.000,Hitam,MPV,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Diler,,https://www.olx.co.id/iklan/suzuki-ertiga-gl-manual-2017-kredit-dibantu-IDA1vWY.html?ad_type=HL#1f18e798e1;promoted,"Airbag, Electric Window, Sensor Parkir","22, Jan 2020"
59,536858073,Toyota,173000000.0,Innova,V Luxury,2013,Automatic,Bensin,115.000-120.000,Hitam,Minibus,>1.500 - 2.000 cc,Front Wheel Drive (FWD),Diler,Bursa Mobil Mangga Dua Square,https://www.olx.co.id/iklan/t-innova-v-luxury-matic-2013-sept-new-model-grill-barong-tdp-murmer-IDAkBjb.html?ad_type=OR#1f18e798e1,"Airbag, Bluetooth Audio, Electric Window, Kamera Belakang, Sensor Parkir","23, Sep 2019"
60,536884531,Jeep,150000000.0,CJ7,,<1986,Manual,Diesel,0-5.000,Hijau,Minibus,>2.000 - 3.000 cc,4X4,Individu,,https://www.olx.co.id/iklan/jual-mbl-kesayangan-sj7-asli-diesel-IDAkIbW.html?ad_type=OR#1f18e798e1,Moonroof,"27, Jul 2019"
61,536884494,Toyota,46000000.0,Kijang,LGX,1993,Manual,Bensin,200.000-205.000,Abu-abu,,,,,,https://www.olx.co.id/iklan/kijang-grand-extra-long-kf50-ab-tahun-1993-IDAkIbk.html?ad_type=OR#1f18e798e1,,
62,536884461,Suzuki,42000000.0,Baleno,1.5,2000,Manual,Bensin,170.000-175.000,Coklat,,,,,,https://www.olx.co.id/iklan/baleno-2000-coklat-metalik-IDAkIaN.html?ad_type=OR#1f18e798e1,,
63,536884385,Honda,149000000.0,Freed,E,2010,Automatic,Bensin,80.000-85.000,Putih,Minibus,≤1.000 - 1.500 cc,4X2,Diler,Carsentro Solo,https://www.olx.co.id/iklan/honda-freed-psd-2010-IDAkI9z.html?ad_type=OR#1f18e798e1,,
64,536884331,Nissan,126000000.0,Grand livina,,2014,Manual,Bensin,45.000-50.000,Putih,Minibus,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/grand-livina-sv-2014-IDAkI8H.html?ad_type=OR#1f18e798e1,Jok kulit,"04, May 2020"
65,536884325,Honda,105000000.0,Brio,E,2012,Manual,Bensin,100.000-105.000,Silver,Hatchback,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/honda-brio-2012-cbu-m-t-IDAkI8B.html?ad_type=OR#1f18e798e1,Jok kulit,"17, Apr 2020"
66,536884280,Toyota,146500000.0,Avanza,G,2015,Manual,Bensin,55.000-60.000,Silver,,,,,,https://www.olx.co.id/iklan/avanza-g-manual-silver-thn-2015-IDAkI7S.html?ad_type=OR#1f18e798e1,,
67,536884247,Nissan,95000000.0,March,,2014,Automatic,Bensin,10.000-15.000,Merah,Compact & City Car,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/nisan-march-a-t-2014-IDAkI7l.html?ad_type=OR#1f18e798e1,,
68,536884210,Toyota,115000000.0,Vios,TRD Sportivo,2010,Automatic,Bensin,5.000-10.000,Silver,Sedan,>1.500 - 2.000 cc,All Wheel Drive (AWD),Individu,,https://www.olx.co.id/iklan/vios-trd-thn-2010-mulus-IDAkI6K.html?ad_type=OR#1f18e798e1,"Sensor Parkir, Airbag, Electric Window, Kamera Belakang","06, Jun 2020"
69,536884171,Toyota,145000000.0,Rush,G Luxury,2012,Manual,Bensin,30.000-35.000,Putih,SUV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/toyota-rush-tipe-1-5-g-manual-pemakaian-2013-IDAkI67.html?ad_type=OR#1f18e798e1,"Jok kulit, Bluetooth Audio","19, Feb 2020"
70,536884167,Honda,225000000.0,Jazz,RS M/T,2017,Manual,Bensin,30.000-35.000,Abu-abu,Hatchback,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Diler,,https://www.olx.co.id/iklan/honda-all-new-jazz-rs-2017-manual-IDAkI63.html?ad_type=OR#1f18e798e1,"Sensor Parkir, Airbag, Electric Window, Bluetooth Audio","22, Sep 2019"
71,536884153,Toyota,56500000.0,Soluna,Gli,2001,Manual,Bensin,200.000-205.000,Hijau,Sedan,≤1.000 - 1.500 cc,All Wheel Drive (AWD),Individu,,https://www.olx.co.id/iklan/soluna-gli-2001-manual-bagus-IDAkI5P.html?ad_type=OR#1f18e798e1,"Electric Window, Bluetooth Audio","15, Apr 2020"
72,535742553,Honda,158500000.0,Brio,RS CVT,2018,Automatic,Bensin,5.000-10.000,Putih,Compact & City Car,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/harga-cash-honda-brio-rs-2018-kinclong-kaya-baru-bukan-2017-IDAfW6W.html?ad_type=OR#1f18e798e1;promoted,Jok kulit,
73,536884100,Suzuki,91000000.0,Grand vitara,,2006,Automatic Triptonic,Bensin,70.000-75.000,Lainnya,Jeep,>1.500 - 2.000 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/suzuki-grand-vitara-2006-matic-at-2-0-type-paling-lengkap-istimewa-IDAkI4Y.html?ad_type=OR#1f18e798e1,"Electric Window, Bluetooth Audio, Airbag, Jok kulit, GPS","20, Dec 2019"
74,494679985,Suzuki,200000000.0,Ertiga,,2018,Manual,Bensin,0-5.000,Hitam,,,,,,https://www.olx.co.id/iklan/mobil-baru-suzuki-ertiga-promo-special-rhamadan-2019-IDxtCRr.html?ad_type=HL#cc547b1e75;promoted,,
75,534152280,Suzuki,205000000.0,SX4,Cross Over,2018,Manual,Bensin,20.000-25.000,Putih,Hatchback,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/jual-suzuki-s-cross-new-sx4-crossover-IDA9fpm.html?ad_type=HL#cc547b1e75;promoted,"Airbag, Bluetooth Audio, Electric Window, Jok kulit, Kamera Belakang, Sensor Parkir","28, Mar 2020"
76,529788102,Honda,169000000.0,BR-V,E,2016,Automatic,Bensin,40.000-45.000,Hitam,MPV,≤1.000 - 1.500 cc,4X2,Individu,,https://www.olx.co.id/iklan/dp43jt-honda-brv-e-cvt-2016-hitam-bs-kredit-IDzQV5o.html?ad_type=HL#cc547b1e75;promoted,"Airbag, Electric Window, Jok kulit, Sensor Parkir",
77,536883938,Daihatsu,120000000.0,Xenia,X Deluxe,2013,Manual,Bensin,50.000-55.000,Hitam,MPV,≤1.000 - 1.500 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/all-new-xenia-x-deluxe-1-3-m-t-2013-black-metalic-IDAkI2m.html?ad_type=OR#cc547b1e75,"Sensor Parkir, Airbag, Electric Window","04, Nov 2023"
78,536857456,Honda,72000000.0,Jazz,i-DSI,2004,Automatic Triptonic,Bensin,5.000-10.000,Hitam,Minibus,≤1.000 - 1.500 cc,Rear Wheel Drive (RWD),Individu,,https://www.olx.co.id/iklan/jazz-idsi-2004-at-IDAkB9e.html?ad_type=OR#cc547b1e75,Airbag,"25, Jul 2019"
79,536884053,Toyota,215000000.0,Innova,G,2013,Automatic,Diesel,80.000-85.000,Abu-abu,Minibus,>2.000 - 3.000 cc,,,,https://www.olx.co.id/iklan/innova-2-5-g-2013-automatic-IDAkI4d.html?ad_type=OR#cc547b1e75,"Sensor Parkir, Airbag, Electric Window, Kamera Belakang, Bluetooth Audio",
80,536531446,Bmw,425000000.0,Serie 3,320i M Sport,2014,Automatic,Bensin,20.000-25.000,Putih,Sedan,,,Individu,,https://www.olx.co.id/iklan/bmw-320i-sport-IDAjel0.html?ad_type=OR#cc547b1e75,,
81,536883997,Toyota,119000000.0,Calya,G,2017,Automatic,Bensin,60.000-65.000,Putih,Compact & City Car,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/toyota-calya-type-g-2017-at-matic-IDAkI3j.html?ad_type=OR#cc547b1e75,"Sensor Parkir, Airbag, Jok kulit, GPS, Electric Window, Sunroof","18, Jun 2018"
82,536883973,Chevrolet,125000000.0,Spin,LTZ,2015,Manual,Diesel,70.000-75.000,Hitam,MPV,≤1.000 - 1.500 cc,Front Wheel Drive (FWD),Individu,,https://www.olx.co.id/iklan/chevrolet-spin-solar-kondisi-mantap-full-orisinil-IDAkI2W.html?ad_type=OR#cc547b1e75,"Electric Window, Bluetooth Audio, Airbag","27, Jul 2019"
